titulo,ano,link,numeros
Psicologia: Ciência e Profissão,1987,/j/pcp/i/1987.v7n1/ ; /j/pcp/i/1987.v7n2/,2
Psicologia: Ciência e Profissão,1986,/j/pcp/i/1986.v6n1/ ; /j/pcp/i/1986.v6n2/,2
Psicologia: Ciência e Profissão,1985,/j/pcp/i/1985.v5n1/ ; /j/pcp/i/1985.v5n2/,2
Psicologia: Ciência e Profissão,1984,/j/pcp/i/1984.v4n1/ ; /j/pcp/i/1984.v4n2/,2
Psicologia: Ciência e Profissão,1983,/j/pcp/i/1983.v3n2/,1
Psicologia: Ciência e Profissão,1982,/j/pcp/i/1982.v3n1/,1
Psicologia em Estudo,2021,/j/pe/i/2021.v26/,1
Psicologia em Estudo,2020,/j/pe/i/2020.v25/,1
Psicologia em Estudo,2019,/j/pe/i/2019.v24/,1
Psicologia em Estudo,2018,/j/pe/i/2018.v23/,1
Psicologia em Estudo,2014,/j/pe/i/2014.v19n1/ ; /j/pe/i/2014.v19n2/ ; /j/pe/i/2014.v19n3/ ; /j/pe/i/2014.v19n4/,4
Psicologia em Estudo,2013,/j/pe/i/2013.v18n1/ ; /j/pe/i/2013.v18n2/ ; /j/pe/i/2013.v18n3/ ; /j/pe/i/2013.v18n4/,4
Psicologia em Estudo,2012,/j/pe/i/2012.v17n1/ ; /j/pe/i/2012.v17n2/ ; /j/pe/i/2012.v17n3/ ; /j/pe/i/2012.v17n4/,4
Psicologia em Estudo,2011,/j/pe/i/2011.v16n1/ ; /j/pe/i/2011.v16n2/ ; /j/pe/i/2011.v16n3/ ; /j/pe/i/2011.v16n4/,4
Psicologia em Estudo,2010,/j/pe/i/2010.v15n1/ ; /j/pe/i/2010.v15n2/ ; /j/pe/i/2010.v15n3/ ; /j/pe/i/2010.v15n4/,4
Psicologia em Estudo,2009,/j/pe/i/2009.v14n1/ ; /j/pe/i/2009.v14n2/ ; /j/pe/i/2009.v14n3/ ; /j/pe/i/2009.v14n4/,4
Psicologia em Estudo,2008,/j/pe/i/2008.v13n1/ ; /j/pe/i/2008.v13n2/ ; /j/pe/i/2008.v13n3/ ; /j/pe/i/2008.v13n4/,4
Psicologia em Estudo,2007,/j/pe/i/2007.v12n1/ ; /j/pe/i/2007.v12n2/ ; /j/pe/i/2007.v12n3/,3
Psicologia em Estudo,2006,/j/pe/i/2006.v11n1/ ; /j/pe/i/2006.v11n2/ ; /j/pe/i/2006.v11n3/,3
Psicologia em Estudo,2005,/j/pe/i/2005.v10n1/ ; /j/pe/i/2005.v10n2/ ; /j/pe/i/2005.v10n3/,3
Psicologia em Estudo,2004,/j/pe/i/2004.v9n1/ ; /j/pe/i/2004.v9n2/ ; /j/pe/i/2004.v9n3/,3
Psicologia em Estudo,2003,/j/pe/i/2003.v8n1/ ; /j/pe/i/2003.v8n2/ ; /j/pe/i/2003.v8nspe/,3
Psicologia em Estudo,2002,/j/pe/i/2002.v7n1/ ; /j/pe/i/2002.v7n2/,2
Psicologia em Estudo,2001,/j/pe/i/2001.v6n1/ ; /j/pe/i/2001.v6n2/,2
Psicologia em Estudo,2000,/j/pe/i/2000.v5n1/ ; /j/pe/i/2000.v5n2/,2
Psicologia Escolar e Educacional,2021,/j/pee/i/2021.v25/,1
Psicologia Escolar e Educacional,2020,/j/pee/i/2020.v24/,1
Psicologia Escolar e Educacional,2019,/j/pee/i/2019.v23/,1
Psicologia Escolar e Educacional,2018,/j/pee/i/2018.v22n1/ ; /j/pee/i/2018.v22n2/ ; /j/pee/i/2018.v22n3/ ; /j/pee/i/2018.v22nspe/,4
Psicologia Escolar e Educacional,2017,/j/pee/i/2017.v21n1/ ; /j/pee/i/2017.v21n2/ ; /j/pee/i/2017.v21n3/,3
Psicologia Escolar e Educacional,2016,/j/pee/i/2016.v20n1/ ; /j/pee/i/2016.v20n2/ ; /j/pee/i/2016.v20n3/,3
Psicologia Escolar e Educacional,2015,/j/pee/i/2015.v19n1/ ; /j/pee/i/2015.v19n2/ ; /j/pee/i/2015.v19n3/,3
Psicologia Escolar e Educacional,2014,/j/pee/i/2014.v18n1/ ; /j/pee/i/2014.v18n2/ ; /j/pee/i/2014.v18n3/,3
Psicologia Escolar e Educacional,2013,/j/pee/i/2013.v17n1/ ; /j/pee/i/2013.v17n2/,2
Psicologia Escolar e Educacional,2012,/j/pee/i/2012.v16n1/ ; /j/pee/i/2012.v16n2/,2
Psicologia Escolar e Educacional,2011,/j/pee/i/2011.v15n1/ ; /j/pee/i/2011.v15n2/,2
Psicologia Escolar e Educacional,2010,/j/pee/i/2010.v14n1/ ; /j/pee/i/2010.v14n2/,2
Psicologia Escolar e Educacional,2009,/j/pee/i/2009.v13n1/ ; /j/pee/i/2009.v13n2/,2
Psicologia Escolar e Educacional,2008,/j/pee/i/2008.v12n1/ ; /j/pee/i/2008.v12n2/,2
Psicologia Escolar e Educacional,2007,/j/pee/i/2007.v11n1/ ; /j/pee/i/2007.v11n2/ ; /j/pee/i/2007.v11nspe/,3
Psicologia Escolar e Educacional,2006,/j/pee/i/2006.v10n1/ ; /j/pee/i/2006.v10n2/,2
Psicologia Escolar e Educacional,2005,/j/pee/i/2005.v9n1/ ; /j/pee/i/2005.v9n2/,2
Psicologia Escolar e Educacional,2004,/j/pee/i/2004.v8n1/ ; /j/pee/i/2004.v8n2/,2
Psicologia Escolar e Educacional,2003,/j/pee/i/2003.v7n1/ ; /j/pee/i/2003.v7n2/,2
Psicologia Escolar e Educacional,2002,/j/pee/i/2002.v6n1/ ; /j/pee/i/2002.v6n2/,2
Psicologia Escolar e Educacional,2001,/j/pee/i/2001.v5n1/ ; /j/pee/i/2001.v5n2/,2
Psicologia Escolar e Educacional,2000,/j/pee/i/2000.v4n1/ ; /j/pee/i/2000.v4n2/,2
Psicologia Escolar e Educacional,1999,/j/pee/i/1999.v3n1/ ; /j/pee/i/1999.v3n2/,2
Psicologia Escolar e Educacional,1998,/j/pee/i/1998.v2n1/ ; /j/pee/i/1998.v2n2/ ; /j/pee/i/1998.v2n3/,3
Psicologia Escolar e Educacional,1997,/j/pee/i/1997.v1n2-3/,1
Psicologia Escolar e Educacional,1996,/j/pee/i/1996.v1n1/,1
Psicologia: Reflexão e Crítica,2021,/j/prc/i/2021.v34/,1
Psicologia: Reflexão e Crítica,2020,/j/prc/i/2020.v33/,1
Psicologia: Reflexão e Crítica,2019,/j/prc/i/2019.v32/,1
Psicologia: Reflexão e Crítica,2018,/j/prc/i/2018.v31/,1
Psicologia: Reflexão e Crítica,2017,/j/prc/i/2017.v30/,1
Psicologia: Reflexão e Crítica,2016,/j/prc/i/2016.v29/,1
Psicologia: Reflexão e Crítica,2015,/j/prc/i/2015.v28n1/ ; /j/prc/i/2015.v28n2/ ; /j/prc/i/2015.v28n3/ ; /j/prc/i/2015.v28n4/ ; /j/prc/i/2015.v28suppl1/,5
Psicologia: Reflexão e Crítica,2014,/j/prc/i/2014.v27n1/ ; /j/prc/i/2014.v27n2/ ; /j/prc/i/2014.v27n3/ ; /j/prc/i/2014.v27n4/,4
Psicologia: Reflexão e Crítica,2013,/j/prc/i/2013.v26n1/ ; /j/prc/i/2013.v26n2/ ; /j/prc/i/2013.v26n3/ ; /j/prc/i/2013.v26n4/,4
Psicologia: Reflexão e Crítica,2012,/j/prc/i/2012.v25n1/ ; /j/prc/i/2012.v25n2/ ; /j/prc/i/2012.v25n3/ ; /j/prc/i/2012.v25n4/,4
Psicologia: Reflexão e Crítica,2011,/j/prc/i/2011.v24n1/ ; /j/prc/i/2011.v24n2/ ; /j/prc/i/2011.v24n3/ ; /j/prc/i/2011.v24n4/,4
Psicologia: Reflexão e Crítica,2010,/j/prc/i/2010.v23n1/ ; /j/prc/i/2010.v23n2/ ; /j/prc/i/2010.v23n3/ ; /j/prc/i/2010.v23suppl1/,4
Psicologia: Reflexão e Crítica,2009,/j/prc/i/2009.v22n1/ ; /j/prc/i/2009.v22n2/ ; /j/prc/i/2009.v22n3/,3
Psicologia: Reflexão e Crítica,2008,/j/prc/i/2008.v21n1/ ; /j/prc/i/2008.v21n2/ ; /j/prc/i/2008.v21n3/,3
Psicologia: Reflexão e Crítica,2007,/j/prc/i/2007.v20n1/ ; /j/prc/i/2007.v20n2/ ; /j/prc/i/2007.v20n3/,3
Psicologia: Reflexão e Crítica,2006,/j/prc/i/2006.v19n1/ ; /j/prc/i/2006.v19n2/ ; /j/prc/i/2006.v19n3/,3
Psicologia: Reflexão e Crítica,2005,/j/prc/i/2005.v18n1/ ; /j/prc/i/2005.v18n2/ ; /j/prc/i/2005.v18n3/,3
Psicologia: Reflexão e Crítica,2004,/j/prc/i/2004.v17n1/ ; /j/prc/i/2004.v17n2/ ; /j/prc/i/2004.v17n3/,3
Psicologia: Reflexão e Crítica,2003,/j/prc/i/2003.v16n1/ ; /j/prc/i/2003.v16n2/ ; /j/prc/i/2003.v16n3/,3
Psicologia: Reflexão e Crítica,2002,/j/prc/i/2002.v15n1/ ; /j/prc/i/2002.v15n2/ ; /j/prc/i/2002.v15n3/,3
Psicologia: Reflexão e Crítica,2001,/j/prc/i/2001.v14n1/ ; /j/prc/i/2001.v14n2/ ; /j/prc/i/2001.v14n3/,3
Psicologia: Reflexão e Crítica,2000,/j/prc/i/2000.v13n1/ ; /j/prc/i/2000.v13n2/ ; /j/prc/i/2000.v13n3/,3
Psicologia: Reflexão e Crítica,1999,/j/prc/i/1999.v12n1/ ; /j/prc/i/1999.v12n2/ ; /j/prc/i/1999.v12n3/,3
Psicologia: Reflexão e Crítica,1998,/j/prc/i/1998.v11n1/ ; /j/prc/i/1998.v11n2/ ; /j/prc/i/1998.v11n3/,3
Psicologia: Reflexão e Crítica,1997,/j/prc/i/1997.v10n1/ ; /j/prc/i/1997.v10n2/,2
Psicologia & Sociedade,2021,/j/psoc/i/2021.v33/,1
Psicologia & Sociedade,2020,/j/psoc/i/2020.v32/,1
Psicologia & Sociedade,2019,/j/psoc/i/2019.v31/,1
Psicologia & Sociedade,2018,/j/psoc/i/2018.v30/,1
Psicologia & Sociedade,2017,/j/psoc/i/2017.v29/,1
Psicologia & Sociedade,2016,/j/psoc/i/2016.v28n1/ ; /j/psoc/i/2016.v28n2/ ; /j/psoc/i/2016.v28n3/,3
Psicologia & Sociedade,2015,/j/psoc/i/2015.v27n1/ ; /j/psoc/i/2015.v27n2/ ; /j/psoc/i/2015.v27n3/,3
Psicologia & Sociedade,2014,/j/psoc/i/2014.v26n1/ ; /j/psoc/i/2014.v26n2/ ; /j/psoc/i/2014.v26n3/ ; /j/psoc/i/2014.v26nspe/ ; /j/psoc/i/2014.v26nspe2/,5
Psicologia & Sociedade,2013,/j/psoc/i/2013.v25n1/ ; /j/psoc/i/2013.v25n2/ ; /j/psoc/i/2013.v25n3/ ; /j/psoc/i/2013.v25nspe/ ; /j/psoc/i/2013.v25nspe2/,5
Psicologia & Sociedade,2012,/j/psoc/i/2012.v24n1/ ; /j/psoc/i/2012.v24n2/ ; /j/psoc/i/2012.v24n3/ ; /j/psoc/i/2012.v24nspe/,4
Psicologia & Sociedade,2011,/j/psoc/i/2011.v23n1/ ; /j/psoc/i/2011.v23n2/ ; /j/psoc/i/2011.v23n3/ ; /j/psoc/i/2011.v23nspe/,4
Psicologia & Sociedade,2010,/j/psoc/i/2010.v22n1/ ; /j/psoc/i/2010.v22n2/ ; /j/psoc/i/2010.v22n3/,3
Psicologia & Sociedade,2009,/j/psoc/i/2009.v21n1/ ; /j/psoc/i/2009.v21n2/ ; /j/psoc/i/2009.v21n3/ ; /j/psoc/i/2009.v21nspe/,4
Psicologia & Sociedade,2008,/j/psoc/i/2008.v20n1/ ; /j/psoc/i/2008.v20n2/ ; /j/psoc/i/2008.v20n3/ ; /j/psoc/i/2008.v20nspe/,4
Psicologia & Sociedade,2007,/j/psoc/i/2007.v19n1/ ; /j/psoc/i/2007.v19n2/ ; /j/psoc/i/2007.v19n3/ ; /j/psoc/i/2007.v19nspe/ ; /j/psoc/i/2007.v19nspe2/,5
Psicologia & Sociedade,2006,/j/psoc/i/2006.v18n1/ ; /j/psoc/i/2006.v18n2/ ; /j/psoc/i/2006.v18n3/,3
Psicologia & Sociedade,2005,/j/psoc/i/2005.v17n1/ ; /j/psoc/i/2005.v17n2/ ; /j/psoc/i/2005.v17n3/,3
Psicologia & Sociedade,2004,/j/psoc/i/2004.v16n1/ ; /j/psoc/i/2004.v16n2/ ; /j/psoc/i/2004.v16n3/,3
Psicologia & Sociedade,2003,/j/psoc/i/2003.v15n1/ ; /j/psoc/i/2003.v15n2/,2
Psicologia & Sociedade,2002,/j/psoc/i/2002.v14n1/ ; /j/psoc/i/2002.v14n2/,2
Psicologia: Teoria e Pesquisa,2021,/j/ptp/i/2021.v37/,1
Psicologia: Teoria e Pesquisa,2020,/j/ptp/i/2020.v36/ ; /j/ptp/i/2020.v36nspe/,2
Psicologia: Teoria e Pesquisa,2019,/j/ptp/i/2019.v35/ ; /j/ptp/i/2019.v35nspe/,2
Psicologia: Teoria e Pesquisa,2018,/j/ptp/i/2018.v34/,1
Psicologia: Teoria e Pesquisa,2017,/j/ptp/i/2017.v33/,1
Psicologia: Teoria e Pesquisa,2016,/j/ptp/i/2016.v32n1/ ; /j/ptp/i/2016.v32n2/ ; /j/ptp/i/2016.v32n3/ ; /j/ptp/i/2016.v32n4/ ; /j/ptp/i/2016.v32nspe/,5
Psicologia: Teoria e Pesquisa,2015,/j/ptp/i/2015.v31n1/ ; /j/ptp/i/2015.v31n2/ ; /j/ptp/i/2015.v31n3/ ; /j/ptp/i/2015.v31n4/,4
Psicologia: Teoria e Pesquisa,2014,/j/ptp/i/2014.v30n1/ ; /j/ptp/i/2014.v30n2/ ; /j/ptp/i/2014.v30n3/ ; /j/ptp/i/2014.v30n4/,4
Psicologia: Teoria e Pesquisa,2013,/j/ptp/i/2013.v29n1/ ; /j/ptp/i/2013.v29n2/ ; /j/ptp/i/2013.v29n3/ ; /j/ptp/i/2013.v29n4/,4
Psicologia: Teoria e Pesquisa,2012,/j/ptp/i/2012.v28n1/ ; /j/ptp/i/2012.v28n2/ ; /j/ptp/i/2012.v28n3/ ; /j/ptp/i/2012.v28n4/,4
Psicologia: Teoria e Pesquisa,2011,/j/ptp/i/2011.v27n1/ ; /j/ptp/i/2011.v27n2/ ; /j/ptp/i/2011.v27n3/ ; /j/ptp/i/2011.v27n4/,4
Psicologia: Teoria e Pesquisa,2010,/j/ptp/i/2010.v26n1/ ; /j/ptp/i/2010.v26n2/ ; /j/ptp/i/2010.v26n3/ ; /j/ptp/i/2010.v26n4/ ; /j/ptp/i/2010.v26nspe/,5
Psicologia: Teoria e Pesquisa,2009,/j/ptp/i/2009.v25n1/ ; /j/ptp/i/2009.v25n2/ ; /j/ptp/i/2009.v25n3/ ; /j/ptp/i/2009.v25n4/,4
Psicologia: Teoria e Pesquisa,2008,/j/ptp/i/2008.v24n1/ ; /j/ptp/i/2008.v24n2/ ; /j/ptp/i/2008.v24n3/ ; /j/ptp/i/2008.v24n4/,4
Psicologia: Teoria e Pesquisa,2007,/j/ptp/i/2007.v23n1/ ; /j/ptp/i/2007.v23n2/ ; /j/ptp/i/2007.v23n3/ ; /j/ptp/i/2007.v23n4/ ; /j/ptp/i/2007.v23nspe/,5
Psicologia: Teoria e Pesquisa,2006,/j/ptp/i/2006.v22n1/ ; /j/ptp/i/2006.v22n2/ ; /j/ptp/i/2006.v22n3/,3
Psicologia: Teoria e Pesquisa,2005,/j/ptp/i/2005.v21n1/ ; /j/ptp/i/2005.v21n2/ ; /j/ptp/i/2005.v21n3/,3
Psicologia: Teoria e Pesquisa,2004,/j/ptp/i/2004.v20n1/ ; /j/ptp/i/2004.v20n2/ ; /j/ptp/i/2004.v20n3/,3
Psicologia: Teoria e Pesquisa,2003,/j/ptp/i/2003.v19n1/ ; /j/ptp/i/2003.v19n2/ ; /j/ptp/i/2003.v19n3/,3
Psicologia: Teoria e Pesquisa,2002,/j/ptp/i/2002.v18n1/ ; /j/ptp/i/2002.v18n2/ ; /j/ptp/i/2002.v18n3/,3
Psicologia: Teoria e Pesquisa,2001,/j/ptp/i/2001.v17n1/ ; /j/ptp/i/2001.v17n2/ ; /j/ptp/i/2001.v17n3/,3
Psicologia: Teoria e Pesquisa,2000,/j/ptp/i/2000.v16n1/ ; /j/ptp/i/2000.v16n2/ ; /j/ptp/i/2000.v16n3/,3
Psicologia: Teoria e Pesquisa,1999,/j/ptp/i/1999.v15n2/ ; /j/ptp/i/1999.v15n3/,2
Psicologia USP,2021,/j/ptp/i/2021.v37/,1
Psicologia USP,2020,/j/ptp/i/2020.v36/ ; /j/ptp/i/2020.v36nspe/,2
Psicologia USP,2019,/j/ptp/i/2019.v35/ ; /j/ptp/i/2019.v35nspe/,2
Psicologia USP,2018,/j/ptp/i/2018.v34/,1
Psicologia USP,2017,/j/ptp/i/2017.v33/,1
Psicologia USP,2016,/j/ptp/i/2016.v32n1/ ; /j/ptp/i/2016.v32n2/ ; /j/ptp/i/2016.v32n3/ ; /j/ptp/i/2016.v32n4/ ; /j/ptp/i/2016.v32nspe/,5
Psicologia USP,2015,/j/ptp/i/2015.v31n1/ ; /j/ptp/i/2015.v31n2/ ; /j/ptp/i/2015.v31n3/ ; /j/ptp/i/2015.v31n4/,4
Psicologia USP,2014,/j/ptp/i/2014.v30n1/ ; /j/ptp/i/2014.v30n2/ ; /j/ptp/i/2014.v30n3/ ; /j/ptp/i/2014.v30n4/,4
Psicologia USP,2013,/j/ptp/i/2013.v29n1/ ; /j/ptp/i/2013.v29n2/ ; /j/ptp/i/2013.v29n3/ ; /j/ptp/i/2013.v29n4/,4
Psicologia USP,2012,/j/ptp/i/2012.v28n1/ ; /j/ptp/i/2012.v28n2/ ; /j/ptp/i/2012.v28n3/ ; /j/ptp/i/2012.v28n4/,4
Psicologia USP,2011,/j/ptp/i/2011.v27n1/ ; /j/ptp/i/2011.v27n2/ ; /j/ptp/i/2011.v27n3/ ; /j/ptp/i/2011.v27n4/,4
Psicologia USP,2010,/j/ptp/i/2010.v26n1/ ; /j/ptp/i/2010.v26n2/ ; /j/ptp/i/2010.v26n3/ ; /j/ptp/i/2010.v26n4/ ; /j/ptp/i/2010.v26nspe/,5
Psicologia USP,2009,/j/ptp/i/2009.v25n1/ ; /j/ptp/i/2009.v25n2/ ; /j/ptp/i/2009.v25n3/ ; /j/ptp/i/2009.v25n4/,4
Psicologia USP,2008,/j/ptp/i/2008.v24n1/ ; /j/ptp/i/2008.v24n2/ ; /j/ptp/i/2008.v24n3/ ; /j/ptp/i/2008.v24n4/,4
Psicologia USP,2007,/j/ptp/i/2007.v23n1/ ; /j/ptp/i/2007.v23n2/ ; /j/ptp/i/2007.v23n3/ ; /j/ptp/i/2007.v23n4/ ; /j/ptp/i/2007.v23nspe/,5
Psicologia USP,2006,/j/ptp/i/2006.v22n1/ ; /j/ptp/i/2006.v22n2/ ; /j/ptp/i/2006.v22n3/,3
Psicologia USP,2005,/j/ptp/i/2005.v21n1/ ; /j/ptp/i/2005.v21n2/ ; /j/ptp/i/2005.v21n3/,3
Psicologia USP,2004,/j/ptp/i/2004.v20n1/ ; /j/ptp/i/2004.v20n2/ ; /j/ptp/i/2004.v20n3/,3
Psicologia USP,2003,/j/ptp/i/2003.v19n1/ ; /j/ptp/i/2003.v19n2/ ; /j/ptp/i/2003.v19n3/,3
Psicologia USP,2002,/j/ptp/i/2002.v18n1/ ; /j/ptp/i/2002.v18n2/ ; /j/ptp/i/2002.v18n3/,3
Psicologia USP,2001,/j/ptp/i/2001.v17n1/ ; /j/ptp/i/2001.v17n2/ ; /j/ptp/i/2001.v17n3/,3
Psicologia USP,2000,/j/ptp/i/2000.v16n1/ ; /j/ptp/i/2000.v16n2/ ; /j/ptp/i/2000.v16n3/,3
Psicologia USP,1999,/j/ptp/i/1999.v15n2/ ; /j/ptp/i/1999.v15n3/,2
Religião & Sociedade,2020,/j/rs/i/2020.v40n1/ ; /j/rs/i/2020.v40n2/ ; /j/rs/i/2020.v40n3/,3
Religião & Sociedade,2019,/j/rs/i/2019.v39n1/ ; /j/rs/i/2019.v39n2/ ; /j/rs/i/2019.v39n3/,3
Religião & Sociedade,2018,/j/rs/i/2018.v38n1/ ; /j/rs/i/2018.v38n2/ ; /j/rs/i/2018.v38n3/,3
Religião & Sociedade,2017,/j/rs/i/2017.v37n1/ ; /j/rs/i/2017.v37n2/ ; /j/rs/i/2017.v37n3/,3
Religião & Sociedade,2016,/j/rs/i/2016.v36n1/ ; /j/rs/i/2016.v36n2/,2
Religião & Sociedade,2015,/j/rs/i/2015.v35n1/ ; /j/rs/i/2015.v35n2/,2
Religião & Sociedade,2014,/j/rs/i/2014.v34n1/ ; /j/rs/i/2014.v34n2/,2
Religião & Sociedade,2013,/j/rs/i/2013.v33n1/ ; /j/rs/i/2013.v33n2/,2
Religião & Sociedade,2012,/j/rs/i/2012.v32n1/ ; /j/rs/i/2012.v32n2/,2
Religião & Sociedade,2011,/j/rs/i/2011.v31n1/ ; /j/rs/i/2011.v31n2/,2
Religião & Sociedade,2010,/j/rs/i/2010.v30n1/ ; /j/rs/i/2010.v30n2/,2
Religião & Sociedade,2009,/j/rs/i/2009.v29n1/ ; /j/rs/i/2009.v29n2/,2
Religião & Sociedade,2008,/j/rs/i/2008.v28n1/ ; /j/rs/i/2008.v28n2/,2
Religião & Sociedade,2007,/j/rs/i/2007.v27n1/ ; /j/rs/i/2007.v27n2/,2
REMHU: Revista Interdisciplinar da Mobilidade Humana,2021,/j/remhu/i/2021.v29n61/,1
REMHU: Revista Interdisciplinar da Mobilidade Humana,2020,/j/remhu/i/2020.v28n58/ ; /j/remhu/i/2020.v28n59/ ; /j/remhu/i/2020.v28n60/,3
REMHU: Revista Interdisciplinar da Mobilidade Humana,2019,/j/remhu/i/2019.v27n55/ ; /j/remhu/i/2019.v27n56/ ; /j/remhu/i/2019.v27n57/,3
REMHU: Revista Interdisciplinar da Mobilidade Humana,2018,/j/remhu/i/2018.v26n52/ ; /j/remhu/i/2018.v26n53/ ; /j/remhu/i/2018.v26n54/,3
REMHU: Revista Interdisciplinar da Mobilidade Humana,2017,/j/remhu/i/2017.v25n49/ ; /j/remhu/i/2017.v25n50/ ; /j/remhu/i/2017.v25n51/,3
REMHU: Revista Interdisciplinar da Mobilidade Humana,2016,/j/remhu/i/2016.v24n46/ ; /j/remhu/i/2016.v24n47/ ; /j/remhu/i/2016.v24n48/,3
REMHU: Revista Interdisciplinar da Mobilidade Humana,2015,/j/remhu/i/2015.v23n44/ ; /j/remhu/i/2015.v23n45/,2
REMHU: Revista Interdisciplinar da Mobilidade Humana,2014,/j/remhu/i/2014.v22n42/ ; /j/remhu/i/2014.v22n43/,2
REMHU: Revista Interdisciplinar da Mobilidade Humana,2013,/j/remhu/i/2013.v21n40/ ; /j/remhu/i/2013.v21n41/,2
REMHU: Revista Interdisciplinar da Mobilidade Humana,2012,/j/remhu/i/2012.v20n38/ ; /j/remhu/i/2012.v20n39/,2
Revista Archai,2021,/j/archai/i/2021.n31/,1
Revista Archai,2020,/j/archai/i/2020.n28/ ; /j/archai/i/2020.n29/ ; /j/archai/i/2020.n30/,3
Revista Archai,2019,/j/archai/i/2019.n25/ ; /j/archai/i/2019.n26/ ; /j/archai/i/2019.n27/,3
Revista Bioética,2021,/j/bioet/i/2021.v29n1/,1
Revista Bioética,2020,/j/bioet/i/2020.v28n1/ ; /j/bioet/i/2020.v28n2/ ; /j/bioet/i/2020.v28n3/ ; /j/bioet/i/2020.v28n4/,4
Revista Bioética,2019,/j/bioet/i/2019.v27n1/ ; /j/bioet/i/2019.v27n2/ ; /j/bioet/i/2019.v27n3/ ; /j/bioet/i/2019.v27n4/,4
Revista Bioética,2018,/j/bioet/i/2018.v26n1/ ; /j/bioet/i/2018.v26n2/ ; /j/bioet/i/2018.v26n3/ ; /j/bioet/i/2018.v26n4/,4
Revista Bioética,2017,/j/bioet/i/2017.v25n1/ ; /j/bioet/i/2017.v25n2/ ; /j/bioet/i/2017.v25n3/,3
Revista Bioética,2016,/j/bioet/i/2016.v24n1/ ; /j/bioet/i/2016.v24n2/ ; /j/bioet/i/2016.v24n3/,3
Revista Bioética,2015,/j/bioet/i/2015.v23n1/ ; /j/bioet/i/2015.v23n2/ ; /j/bioet/i/2015.v23n3/,3
Revista Bioética,2014,/j/bioet/i/2014.v22n1/ ; /j/bioet/i/2014.v22n2/ ; /j/bioet/i/2014.v22n3/,3
Revista Bioética,2013,/j/bioet/i/2013.v21n1/ ; /j/bioet/i/2013.v21n2/ ; /j/bioet/i/2013.v21n3/,3
Revista Brasileira de Ciência Política,2021,/j/rbcpol/i/2021.n34/ ; /j/rbcpol/i/2021.n35/,2
Revista Brasileira de Ciência Política,2020,/j/rbcpol/i/2020.n31/ ; /j/rbcpol/i/2020.n32/ ; /j/rbcpol/i/2020.n33/,3
Revista Brasileira de Ciência Política,2019,/j/rbcpol/i/2019.n28/ ; /j/rbcpol/i/2019.n29/ ; /j/rbcpol/i/2019.n30/,3
Revista Brasileira de Ciência Política,2018,/j/rbcpol/i/2018.n25/ ; /j/rbcpol/i/2018.n26/ ; /j/rbcpol/i/2018.n27/,3
Revista Brasileira de Ciência Política,2017,/j/rbcpol/i/2017.n22/ ; /j/rbcpol/i/2017.n23/ ; /j/rbcpol/i/2017.n24/,3
Revista Brasileira de Ciência Política,2016,/j/rbcpol/i/2016.n19/ ; /j/rbcpol/i/2016.n20/ ; /j/rbcpol/i/2016.n21/,3
Revista Brasileira de Ciência Política,2015,/j/rbcpol/i/2015.n16/ ; /j/rbcpol/i/2015.n17/ ; /j/rbcpol/i/2015.n18/,3
Revista Brasileira de Ciência Política,2014,/j/rbcpol/i/2014.n13/ ; /j/rbcpol/i/2014.n14/ ; /j/rbcpol/i/2014.n15/,3
Revista Brasileira de Ciência Política,2013,/j/rbcpol/i/2013.n10/ ; /j/rbcpol/i/2013.n11/ ; /j/rbcpol/i/2013.n12/,3
Revista Brasileira de Ciência Política,2012,/j/rbcpol/i/2012.n7/ ; /j/rbcpol/i/2012.n8/ ; /j/rbcpol/i/2012.n9/,3
Revista Brasileira de Ciência Política,2011,/j/rbcpol/i/2011.n5/ ; /j/rbcpol/i/2011.n6/,2
Revista Brasileira de Ciências Sociais,2021,/j/rbcsoc/i/2021.v36n105/ ; /j/rbcsoc/i/2021.v36n106/,2
Revista Brasileira de Ciências Sociais,2020,/j/rbcsoc/i/2020.v35n102/ ; /j/rbcsoc/i/2020.v35n103/ ; /j/rbcsoc/i/2020.v35n104/,3
Revista Brasileira de Ciências Sociais,2019,/j/rbcsoc/i/2019.v34n99/ ; /j/rbcsoc/i/2019.v34n100/ ; /j/rbcsoc/i/2019.v34n101/,3
Revista Brasileira de Ciências Sociais,2018,/j/rbcsoc/i/2018.v33n96/ ; /j/rbcsoc/i/2018.v33n97/ ; /j/rbcsoc/i/2018.v33n98/,3
Revista Brasileira de Ciências Sociais,2017,/j/rbcsoc/i/2017.v32n93/ ; /j/rbcsoc/i/2017.v32n94/ ; /j/rbcsoc/i/2017.v32n95/,3
Revista Brasileira de Ciências Sociais,2016,/j/rbcsoc/i/2016.v31n90/ ; /j/rbcsoc/i/2016.v31n91/ ; /j/rbcsoc/i/2016.v31n92/,3
Revista Brasileira de Ciências Sociais,2015,/j/rbcsoc/i/2015.v30n87/ ; /j/rbcsoc/i/2015.v30n88/ ; /j/rbcsoc/i/2015.v30n89/,3
Revista Brasileira de Ciências Sociais,2014,/j/rbcsoc/i/2014.v29n84/ ; /j/rbcsoc/i/2014.v29n85/ ; /j/rbcsoc/i/2014.v29n86/,3
